LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,LotShape_enc,Utilities_enc,LandSlope_enc,ExterQual_enc,ExterCond_enc,BsmtQual_enc,BsmtCond_enc,HeatingQC_enc,KitchenQual_enc,FireplaceQu_enc,GarageQual_enc,GarageCond_enc,PoolQC_enc,BsmtExposure_enc,BsmtFinType1_enc,BsmtFinType2_enc,Functional_enc,GarageFinish_enc,PavedDrive_enc,Fence_enc,TotalSF,TotalLivingSF,TotalFinishedSF,TotalPorchSF,TotalOutdoorSF,TotalBath,TotalFullBath,TotalHalfBath,BathPerBedroom,RoomPerBedroom,HasGarage,HasBasement,HasFireplace,HasPool,HasFence,HasAlley,HasMasVnr,Has2ndFloor,HasWoodDeck,HasPorch,HasExtraKitchen,HasLowQualFinSF,HasMiscValue,HouseAge,RemodAge,GarageAge,IsRemodeled,IsNewHouse,MoSold_sin,MoSold_cos,OverallScore,OverallQualCond,QualityConditionGap,ExteriorScore,KitchenScore,GarageScore,BasementScore,FireplaceScore,PoolScore,QualAreaInteraction,QualTotalSF,QualGarage,QualBath,QualKitchen,LivingAreaRatio,GarageAreaRatio,BasementRatio,FinishedBsmtRatio,PorchRatio,GarageAreaPerCar,MiscVal_log,PoolScore_log,PoolArea_log,LotArea_log,LowQualFinSF_log,3SsnPorch_log,BsmtFinSF2_log,EnclosedPorch_log,ScreenPorch_log,RoomPerBedroom_log,LivingAreaRatio_log,MasVnrArea_log,OpenPorchSF_log,TotalPorchSF_log,PorchRatio_log,QualTotalSF_log,TotalOutdoorSF_log,WoodDeckSF_log,TotalFinishedSF_log,BathPerBedroom_log,QualAreaInteraction_log,TotalSF_log,TotalLivingSF_log,LotFrontage_log,1stFlrSF_log,BsmtFinSF1_log,GrLivArea_log,TotalBsmtSF_log,KitchenScore_log,FireplaceScore_log,BsmtUnfSF_log,QualKitchen_log,2ndFlrSF_log,QualBath_log,TotalHalfBath_log,CentralAir_enc,Street_enc,MSSubClass_120,MSSubClass_160,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_Other,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_Grvl,Alley_NoAlley,Alley_Pave,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Other,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_Other,Condition1_PosN,Condition1_RRAn,Condition2_Norm,Condition2_Other,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Other,RoofMatl_CompShg,RoofMatl_Other,Exterior1st_AsbShng,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_Other,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NoGarage,MiscFeature_Gar2,MiscFeature_NoMiscFeature,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_New,SaleType_Other,SaleType_WD,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Other,SaleCondition_Partial,MoSold_cat_1,MoSold_cat_10,MoSold_cat_11,MoSold_cat_12,MoSold_cat_2,MoSold_cat_3,MoSold_cat_4,MoSold_cat_5,MoSold_cat_6,MoSold_cat_7,MoSold_cat_8,MoSold_cat_9,YrSold_cat_2006,YrSold_cat_2007,YrSold_cat_2008,YrSold_cat_2009,YrSold_cat_2010,SoldSeason_Fall,SoldSeason_Spring,SoldSeason_Summer,SoldSeason_Winter
60.0,7200,5,5,1972,1972,0.0,777.0,0.0,117.0,894.0,894,0,0,894,0.0,0.0,1,0,2,1,6,0,1985.0,2.0,600.0,215,0,0,0,0,0,0,9,2009,4,4,3,3,3,3,3,3,3,0,3,3,0,3,3,1,8,2,2,0,1788.0,1788.0,1671.0,0,215,1.0,1.0,0.0,0.5,3.0,1,1,0,0,0,0,0,0,1,0,0,0,0,37,37,24.0,0,0,-1.0,-1.8369701987210297e-16,10,25,0,6,3.0,8,9,0,0,4470,8940.0,10.0,5.0,15.0,0.12416666666666666,0.6711409395973155,0.5,0.8691275167785235,0.0,300.0,0.0,0.0,0.0,8.881975184248867,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.1170420204316642,0.0,0.0,0.0,0.0,9.098402718735318,5.375278407684165,5.375278407684165,7.421775793644647,0.4054651081081644,8.405367376233981,7.489412083508719,7.489412083508719,4.110873864173311,6.796823718274855,6.656726524178391,6.796823718274855,6.796823718274855,1.3862943611198906,0.0,4.770684624465665,2.772588722239781,0.0,1.791759469228055,0.0,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
69.0,7590,5,5,1962,1962,288.0,540.0,0.0,324.0,864.0,876,936,0,1812,0.0,0.0,2,0,4,1,8,1,1962.0,1.0,264.0,0,168,0,0,0,0,0,7,2007,4,4,3,3,3,3,3,3,3,3,3,3,0,1,5,1,8,2,2,0,2676.0,2676.0,2352.0,168,168,2.0,2.0,0.0,0.5,2.0,1,1,1,0,0,0,1,1,0,1,0,0,0,45,45,45.0,0,0,-0.4999999999999997,-0.8660254037844388,10,25,0,6,3.0,8,7,3,0,9060,13380.0,5.0,10.0,15.0,0.23873517786561266,0.1456953642384106,0.32286995515695066,0.625,0.09271523178807947,264.0,0.0,0.0,0.0,8.934718614016768,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.21409084119440025,5.666426688112432,5.1298987149230735,5.1298987149230735,0.08866563708565628,9.50159106930499,5.1298987149230735,0.0,7.763446388727362,0.4054651081081644,9.11173476822206,7.892452043520352,7.892452043520352,4.248495242049359,6.776506992372183,6.293419278846481,7.502738210754851,6.762729506931879,1.3862943611198906,1.3862943611198906,5.783825182329737,2.772588722239781,6.842683282238422,2.3978952727983707,0.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
60.0,8967,5,2,1920,1950,0.0,0.0,0.0,961.0,961.0,1077,0,0,1077,0.0,0.0,1,0,2,1,6,0,1920.0,1.0,338.0,0,0,0,0,0,0,0,11,2007,4,4,3,3,2,2,1,4,3,0,1,1,0,1,1,1,3,1,0,0,2038.0,2038.0,1077.0,0,0,1.0,1.0,0.0,0.5,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,87,57,87.0,1,0,-0.5000000000000004,0.8660254037844384,7,10,3,5,3.0,3,4,0,0,5385,10190.0,5.0,5.0,15.0,0.12010705921712947,0.3138347260909935,0.471540726202159,0.0,0.0,338.0,0.0,0.0,0.0,9.101417964751995,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.11342426932542807,0.0,0.0,0.0,0.0,9.229260256828693,0.0,0.0,6.982862751468942,0.4054651081081644,8.591558273371545,7.620214770574455,7.620214770574455,4.110873864173311,6.982862751468942,0.0,6.982862751468942,6.8690144506657065,1.3862943611198906,0.0,6.8690144506657065,2.772588722239781,0.0,1.791759469228055,0.0,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
65.0,8125,7,5,2006,2007,100.0,812.0,0.0,280.0,1092.0,1112,438,0,1550,1.0,0.0,2,0,2,1,7,0,2007.0,2.0,438.0,0,168,0,0,0,0,0,10,2009,4,4,3,4,3,4,3,5,4,0,3,3,0,1,6,1,8,3,2,0,2642.0,2642.0,2362.0,168,168,3.0,3.0,0.0,1.5,3.5,1,1,0,0,0,0,1,1,0,1,0,0,0,3,2,2.0,1,0,-0.8660254037844386,0.5000000000000001,12,35,2,7,4.0,9,8,0,0,10850,18494.0,14.0,21.0,28.0,0.19076923076923077,0.28258064516129033,0.4133232399697199,0.7435897435897436,0.10838709677419354,219.0,0.0,0.0,0.0,9.002824076547672,0.0,0.0,0.0,0.0,0.0,1.5040773967762742,0.1745995107000443,4.61512051684126,5.1298987149230735,5.1298987149230735,0.10290589263090837,9.825255704266555,5.1298987149230735,0.0,7.767687277186908,0.9162907318741551,9.292012520620208,7.879669914604289,7.879669914604289,4.189654742026425,7.014814351275545,6.70073110954781,7.346655163176539,6.996681488176539,1.6094379124341003,0.0,5.638354669333745,3.367295829986474,6.0844994130751715,3.091042453358316,0.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
38.0,14963,8,5,1996,1996,0.0,786.0,0.0,474.0,1260.0,1288,0,0,1288,1.0,0.0,1,1,1,1,4,2,1996.0,2.0,500.0,120,30,0,0,224,0,0,12,2008,2,4,3,4,3,4,3,5,5,4,3,3,0,1,6,1,8,3,2,0,2548.0,2548.0,2074.0,254,374,2.5,2.0,1.0,2.5,4.0,1,1,1,0,0,0,0,0,1,1,0,0,0,12,12,12.0,0,0,-2.4492935982947064e-16,1.0,13,40,3,7,5.0,9,8,8,0,10304,20384.0,16.0,20.0,40.0,0.08607899485397313,0.38819875776397517,0.4945054945054945,0.6238095238095238,0.1972049689440994,250.0,0.0,0.0,0.0,9.613402595468036,0.0,0.0,0.0,0.0,5.41610040220442,1.6094379124341003,0.08257395814258918,0.0,3.4339872044851463,5.541263545158426,0.1799896474589759,9.922554615253354,5.926926025970411,4.795790545596741,7.637716432664798,1.252762968495368,9.240384493324559,7.8434564043761155,7.8434564043761155,3.6635616461296463,7.161622002939187,6.668228248417403,7.161622002939187,7.13966033596492,1.791759469228055,2.1972245773362196,6.163314804034641,3.713572066704308,0.0,3.044522437723423,0.6931471805599453,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
65.0,8767,7,5,2005,2005,0.0,24.0,0.0,1286.0,1310.0,1310,0,0,1310,0.0,0.0,2,0,3,1,6,1,2005.0,2.0,400.0,0,0,0,0,0,0,0,7,2006,3,4,3,4,3,4,3,5,4,4,3,3,0,3,6,1,8,3,2,0,2620.0,2620.0,1334.0,0,0,2.0,2.0,0.0,0.6666666666666666,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0,0,-0.4999999999999997,-0.8660254037844388,12,35,2,7,4.0,9,10,4,0,9170,18340.0,14.0,14.0,28.0,0.14942397627466636,0.3053435114503817,0.5,0.0183206106870229,0.0,200.0,0.0,0.0,0.0,9.078864009187797,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.13926092669181686,0.0,0.0,0.0,0.0,9.816894269951032,0.0,0.0,7.19668657083435,0.5108256237659907,9.123801610558944,7.8713112033234065,7.8713112033234065,4.189654742026425,7.1785454837637,3.2188758248682006,7.1785454837637,7.1785454837637,1.6094379124341003,1.6094379124341003,7.160069207596127,3.367295829986474,0.0,2.70805020110221,0.0,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
60.0,10200,5,8,1940,1997,0.0,0.0,0.0,672.0,672.0,672,0,0,672,0.0,0.0,1,0,2,1,4,0,1940.0,1.0,240.0,168,0,0,0,0,0,0,8,2008,4,4,3,3,3,3,3,5,3,0,3,3,0,1,1,1,8,1,0,4,1344.0,1344.0,672.0,0,168,1.0,1.0,0.0,0.5,2.0,1,1,0,0,1,0,0,0,1,0,0,0,0,68,11,68.0,1,0,-0.8660254037844385,-0.5000000000000004,13,40,-3,6,3.0,7,7,0,0,3360,6720.0,5.0,5.0,15.0,0.06588235294117648,0.35714285714285715,0.5,0.0,0.0,240.0,0.0,0.0,0.0,9.23024103368252,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.06380295655861719,0.0,0.0,0.0,0.0,8.812992231969966,5.1298987149230735,5.1298987149230735,6.511745329644728,0.4054651081081644,8.119993827725105,7.20414929203594,7.20414929203594,4.110873864173311,6.511745329644728,0.0,6.511745329644728,6.511745329644728,1.3862943611198906,0.0,6.511745329644728,2.772588722239781,0.0,1.791759469228055,0.0,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
93.0,12090,8,5,1998,1998,650.0,0.0,0.0,1141.0,1141.0,1165,1098,0,2263,0.0,0.0,2,1,4,1,10,1,1998.0,2.0,420.0,144,123,0,0,0,0,0,7,2006,4,4,3,4,3,4,3,4,4,3,3,3,0,1,1,1,8,3,2,0,3404.0,3404.0,2263.0,123,267,2.5,2.0,1.0,0.625,2.5,1,1,1,0,0,0,1,1,1,1,0,0,0,8,8,8.0,0,0,-0.4999999999999997,-0.8660254037844388,13,40,3,7,4.0,9,8,3,0,18104,27232.0,16.0,20.0,32.0,0.18717948717948718,0.1855943437914273,0.33519388954171564,0.0,0.054352629253203714,210.0,0.0,0.0,0.0,9.400216653174247,0.0,0.0,0.0,0.0,0.0,1.252762968495368,0.17158031496254197,6.478509642208569,4.820281565605037,4.820281565605037,0.052926957024324046,10.212184752202996,5.5909869805108565,4.976733742420574,7.724888439323074,0.4855078157817008,9.803943422199742,8.133000218583613,8.133000218583613,4.543294782270004,7.061334366910438,0.0,7.724888439323074,7.040536390215956,1.6094379124341003,1.3862943611198906,7.040536390215956,3.4965075614664802,7.002155954403621,3.044522437723423,0.6931471805599453,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
64.0,10364,6,5,1995,1996,0.0,0.0,0.0,806.0,806.0,806,766,0,1572,0.0,0.0,2,1,3,1,7,1,1995.0,2.0,373.0,0,40,0,0,0,0,0,5,2007,3,4,3,3,3,4,3,4,3,3,3,3,0,1,1,1,8,3,2,0,2378.0,2378.0,1572.0,40,40,2.5,2.0,1.0,0.8333333333333334,2.3333333333333335,1,1,1,0,0,0,0,1,0,1,0,0,0,12,11,12.0,1,0,0.49999999999999994,-0.8660254037844387,11,30,1,6,3.0,9,8,3,0,9432,14268.0,12.0,15.0,18.0,0.15167888846005403,0.23727735368956743,0.3389402859545837,0.0,0.02544529262086514,186.5,0.0,0.0,0.0,9.24619002486988,0.0,0.0,0.0,0.0,0.0,1.2039728043259361,0.14122078076154151,0.0,3.713572066704308,3.713572066704308,0.025126950077421745,9.565844630930576,3.713572066704308,0.0,7.360739903058278,0.6061358035703155,9.151969458649853,7.774435510302958,7.774435510302958,4.174387269895637,6.693323668269949,0.0,7.360739903058278,6.693323668269949,1.3862943611198906,1.3862943611198906,6.693323668269949,2.9444389791664403,6.642486801367256,2.772588722239781,0.6931471805599453,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
72.0,9991,4,4,1976,1993,0.0,1116.0,0.0,165.0,1281.0,1620,0,0,1620,1.0,0.0,2,0,3,1,8,1,1993.0,2.0,490.0,120,78,0,0,0,0,0,6,2009,3,4,3,3,3,3,3,5,3,3,3,3,0,1,4,1,7,1,2,2,2901.0,2901.0,2736.0,78,198,3.0,3.0,0.0,1.0,2.6666666666666665,1,1,1,0,1,0,0,0,1,1,0,0,0,33,16,16.0,1,0,1.2246467991473532e-16,-1.0,8,16,0,6,3.0,7,7,3,0,6480,11604.0,8.0,12.0,12.0,0.16214593133820437,0.30246913580246915,0.4415718717683557,0.8711943793911007,0.04814814814814815,245.0,0.0,0.0,0.0,9.209540051805414,0.0,0.0,0.0,0.0,0.0,1.2992829841302609,0.15026823689398755,0.0,4.3694478524670215,4.3694478524670215,0.04702493864486287,9.359191318708538,5.293304824724492,4.795790545596741,7.914617709040679,0.6931471805599453,8.776630098427717,7.973155433444133,7.973155433444133,4.290459441148391,7.390798521735676,7.018401799069201,7.390798521735676,7.156176637480615,1.3862943611198906,1.3862943611198906,5.111987788356544,2.5649493574615367,0.0,2.5649493574615367,0.0,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
51.0,10480,6,5,1936,1950,0.0,0.0,0.0,1064.0,1064.0,1166,0,473,1639,0.0,0.0,1,0,3,1,6,0,1936.0,1.0,240.0,0,0,0,0,0,0,0,3,2008,4,4,3,3,3,3,3,5,3,0,3,3,0,1,1,1,3,1,2,0,2230.0,2703.0,1166.0,0,0,1.0,1.0,0.0,0.3333333333333333,2.0,1,1,0,0,0,0,0,0,0,0,0,1,0,72,58,72.0,1,0,1.0,6.123233995736766e-17,11,30,1,6,3.0,7,7,0,0,9834,13380.0,6.0,6.0,18.0,0.15639312977099237,0.1464307504575961,0.47713004484304933,0.0,0.0,240.0,0.0,0.0,0.0,9.257319373170178,6.161207321695077,0.0,0.0,0.0,0.0,1.0986122886681098,0.14530579009345423,0.0,0.0,0.0,0.0,9.50159106930499,0.0,0.0,7.062191632286556,0.2876820724517809,9.19370273082316,7.7102051944325325,7.902487437162855,3.9512437185814275,7.062191632286556,0.0,7.402451520818244,6.970730078143525,1.3862943611198906,0.0,6.970730078143525,2.9444389791664403,0.0,1.9459101490553132,0.0,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
63.0,15576,6,7,1915,1976,0.0,0.0,0.0,840.0,840.0,840,840,0,1680,0.0,0.0,2,0,4,1,8,0,1960.0,1.0,308.0,0,0,160,0,0,0,0,3,2008,4,4,3,3,3,4,3,5,3,0,3,3,0,1,1,1,8,1,2,0,2520.0,2520.0,1680.0,160,160,2.0,2.0,0.0,0.5,2.0,1,1,0,0,0,0,0,1,0,1,0,0,0,93,32,48.0,1,0,1.0,6.123233995736766e-17,13,42,-1,6,3.0,7,8,0,0,10080,15120.0,6.0,12.0,18.0,0.10785824345146379,0.18333333333333332,0.3333333333333333,0.0,0.09523809523809523,308.0,0.0,0.0,0.0,9.653550746326605,0.0,0.0,0.0,5.081404364984463,0.0,1.0986122886681098,0.1024286410169567,0.0,0.0,5.081404364984463,0.09097177820572669,9.623839785112668,5.081404364984463,0.0,7.427144133408616,0.4054651081081644,9.218407743053941,7.83241092718792,7.83241092718792,4.1588830833596715,6.734591659972948,0.0,7.427144133408616,6.734591659972948,1.3862943611198906,0.0,6.734591659972948,2.9444389791664403,6.734591659972948,2.5649493574615367,0.0,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
