LotFrontage,LotArea,Street,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,HasGarage,MoSold_sin,MoSold_cos,HasBasement,HasPool,TotalSF,TotalFinishedSF,TotalPorchSF,TotalOutdoorSF,TotalBath,TotalFullBath,TotalHalfBath,BathPerBedroom,RoomPerBedroom,HasFireplace,HasPorch,HasWoodDeck,HasMasVnr,HouseAge,RemodAge,GarageAge,IsNewHouse,IsRemodeled,QualityConditionGap,ExteriorScore,GarageScore,BasementScore,FireplaceScore,KitchenScore,HeatingScore,QualAreaInteraction,QualTotalSF,CondAreaInteraction,QualGarageInteraction,QualBasementInteraction,QualGrLivAreaInteraction,GarageAreaPerCar,FinishedBsmtRatio,BasementRatio,LivingAreaRatio,PorchRatio,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_Grvl,Alley_NoAlley,Alley_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosN,Condition1_RRAn,Condition1_Rare,Condition2_Norm,Condition2_Rare,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Rare,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Rare,RoofMatl_CompShg,RoofMatl_Rare,Exterior1st_AsbShng,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Rare,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_Rare,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Rare,Foundation_Slab,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NoGarage,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_NoFence,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_New,SaleType_Rare,SaleType_WD,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleCondition_Rare,SalePrice,SalePrice_log1p
80.0,9600,1,2,6,6,1958,1988,183.0,3,3,3,3,1,3,620.0,2,620.0,0.0,1240.0,4,1,1632,0,0,1632,1.0,0.0,2,0,3,1,3,6,6,1,4,1958.0,2,1.0,338.0,3,3,2,289,0,0,0,0,0,0,0,4,2009,1,0.8660254037844387,-0.4999999999999998,1,0,2872.0,2872.0,0,289,3.0,3.0,0.0,1.0,2.0,1,0,1,1,51,21,51.0,0,1,0,3.0,3.0,3.0,4,3,4,17232.0,17.232,17232.0,2028.0,7440.0,9792,338.0,1.0,0.43175487465181056,0.5682451253481894,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,139000,11.842236406331555
76.0,8314,1,2,5,7,1982,1982,0.0,3,3,3,3,4,5,546.0,1,0.0,270.0,816.0,3,1,816,0,0,816,0.0,0.0,1,0,2,1,3,5,7,0,0,1982.0,1,1.0,264.0,3,3,2,168,0,0,0,0,0,0,0,6,2007,1,1.2246467991473532e-16,-1.0,1,0,1632.0,1362.0,0,168,1.0,1.0,0.0,0.5,2.5,0,0,1,0,25,25,25.0,0,0,-2,3.0,3.0,3.0,0,3,3,8160.0,8.16,11424.0,1320.0,4080.0,4080,264.0,0.6691176470588235,0.5,0.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,124500,11.732069026983156
55.0,7264,1,2,7,7,1925,2007,0.0,4,4,3,3,1,1,0.0,1,0.0,952.0,952.0,4,0,952,596,0,1548,0.0,0.0,2,1,3,1,5,5,7,0,0,1978.0,1,2.0,672.0,3,3,2,74,0,0,0,144,0,0,0,10,2009,1,-0.8660254037844386,0.5000000000000001,1,0,2500.0,1548.0,144,218,2.5,2.0,1.0,0.8333333333333334,1.6666666666666667,0,0,1,0,84,2,31.0,0,1,0,4.0,3.0,3.0,0,5,4,17500.0,17.5,17500.0,4704.0,6664.0,10836,336.0,0.0,0.3808,0.6192,0.0576,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,205000,12.230770136157428
129.0,9196,1,2,7,5,2003,2003,0.0,4,3,5,3,1,1,0.0,1,0.0,1560.0,1560.0,5,1,1560,0,0,1560,0.0,0.0,2,0,3,1,4,7,7,0,0,2003.0,3,2.0,573.0,3,3,2,100,150,0,0,0,0,0,0,4,2010,1,0.8660254037844387,-0.4999999999999998,1,0,3120.0,1560.0,150,250,2.0,2.0,0.0,0.6666666666666666,2.3333333333333335,0,1,1,0,7,7,7.0,0,0,2,3.5,3.0,4.0,0,4,5,21840.0,21.84,15600.0,4011.0,10920.0,10920,286.5,0.0,0.5,0.5,0.04807692307692308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,201000,12.211065162153215
140.0,19138,1,2,4,5,1951,1951,0.0,3,3,3,3,1,2,120.0,1,0.0,744.0,864.0,5,1,864,0,0,864,0.0,0.0,1,0,2,1,3,4,7,0,0,1951.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,6,2010,1,1.2246467991473532e-16,-1.0,1,0,1728.0,984.0,0,0,1.0,1.0,0.0,0.5,2.0,0,0,0,0,59,59,59.0,0,0,-1,3.0,3.0,3.0,0,3,5,6912.0,6.912,8640.0,1600.0,3456.0,3456,200.0,0.1388888888888889,0.5,0.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,141000,11.856522261533737
107.0,14450,1,2,9,5,2006,2007,315.0,5,3,5,3,4,1,0.0,1,0.0,2121.0,2121.0,5,1,2121,0,0,2121,0.0,0.0,2,1,3,1,5,8,7,1,5,2007.0,3,3.0,732.0,3,3,2,124,98,0,0,142,0,0,0,5,2007,1,0.49999999999999994,-0.8660254037844387,1,0,4242.0,2121.0,240,364,2.5,2.0,1.0,0.8333333333333334,2.6666666666666665,1,1,1,1,1,0,0.0,0,1,4,4.0,3.0,4.0,5,5,5,38178.0,38.178,21210.0,6588.0,19089.0,19089,244.0,0.0,0.5,0.5,0.056577086280056574,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,415298,12.936754021718041
83.0,10005,1,2,7,5,1977,1977,299.0,3,3,4,3,1,4,392.0,1,0.0,768.0,1160.0,5,1,1156,866,0,2022,0.0,0.0,2,1,4,1,3,8,7,1,3,1977.0,3,2.0,505.0,3,3,2,288,117,0,0,0,0,0,0,3,2008,1,1.0,6.123233995736766e-17,1,0,3182.0,2414.0,117,405,2.5,2.0,1.0,0.625,2.0,1,1,1,1,31,31,31.0,0,0,2,3.0,3.0,3.5,3,3,5,22274.0,22.274,15910.0,3535.0,8120.0,14154,252.5,0.33793103448275863,0.36455059710873666,0.6354494028912634,0.036769327467001886,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,192000,12.165255859329688
82.0,11287,1,2,7,6,1989,1989,340.0,4,3,4,3,3,6,421.0,1,0.0,386.0,807.0,4,1,1175,807,0,1982,0.0,0.0,2,1,3,1,4,7,7,1,3,1989.0,3,2.0,575.0,3,3,2,0,84,0,196,0,0,0,0,1,2007,1,0.49999999999999994,0.8660254037844387,1,0,2789.0,2403.0,280,280,2.5,2.0,1.0,0.8333333333333334,2.3333333333333335,1,1,0,1,18,18,18.0,0,0,1,3.5,3.0,3.5,3,4,4,19523.0,19.523,16734.0,4025.0,5649.0,13874,287.5,0.5216852540272615,0.2893510218716386,0.7106489781283615,0.10039440659734672,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,228500,12.339295865674435
60.0,7200,1,2,6,5,2006,2006,68.0,4,3,4,3,1,6,905.0,1,0.0,357.0,1262.0,4,1,1262,0,0,1262,0.0,0.0,2,0,2,1,4,5,7,0,0,2006.0,3,2.0,572.0,3,3,2,0,120,0,0,0,0,0,0,5,2006,1,0.49999999999999994,-0.8660254037844387,1,0,2524.0,2167.0,120,120,2.0,2.0,0.0,1.0,2.5,0,1,0,1,0,0,0.0,1,0,1,3.5,3.0,3.5,0,4,4,15144.0,15.144,12620.0,3432.0,7572.0,7572,286.0,0.7171156893819335,0.5,0.5,0.04754358161648178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,185000,12.128116509451258
34.0,5063,1,2,7,5,2007,2008,166.0,4,3,4,3,1,6,904.0,1,0.0,410.0,1314.0,5,1,1314,0,0,1314,1.0,0.0,2,0,2,1,4,6,7,1,4,2008.0,2,2.0,626.0,3,3,2,172,62,0,0,0,0,0,0,4,2009,1,0.8660254037844387,-0.4999999999999998,1,0,2628.0,2218.0,62,234,3.0,3.0,0.0,1.5,3.0,1,1,1,1,2,1,1.0,0,1,2,3.5,3.0,3.5,4,4,5,18396.0,18.396,13140.0,4382.0,9198.0,9198,313.0,0.6879756468797564,0.5,0.5,0.02359208523592085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,207500,12.242891437918386
74.0,9612,1,2,8,5,2008,2009,72.0,4,3,4,3,1,1,0.0,1,0.0,1468.0,1468.0,5,1,1468,0,0,1468,0.0,0.0,2,0,3,1,4,6,7,1,4,2008.0,3,3.0,898.0,3,3,2,210,150,0,0,0,0,0,0,12,2009,1,-2.4492935982947064e-16,1.0,1,0,2936.0,1468.0,150,360,2.0,2.0,0.0,0.6666666666666666,2.0,1,1,1,1,1,0,1.0,0,1,3,3.5,3.0,3.5,4,4,5,23488.0,23.488,14680.0,7184.0,11744.0,11744,299.3333333333333,0.0,0.5,0.5,0.05108991825613079,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,244600,12.407383590534293
50.0,8012,1,2,6,5,1992,1992,0.0,4,3,4,3,1,6,430.0,1,0.0,1145.0,1575.0,4,1,1575,0,0,1575,1.0,0.0,2,0,2,1,4,5,7,0,0,1992.0,2,2.0,529.0,3,3,2,0,0,52,0,0,0,0,0,7,2007,1,-0.4999999999999997,-0.8660254037844388,1,0,3150.0,2005.0,52,52,3.0,3.0,0.0,1.5,2.5,0,0,0,0,15,15,15.0,0,0,1,3.5,3.0,3.5,0,4,4,18900.0,18.9,15750.0,3174.0,9450.0,9450,264.5,0.273015873015873,0.5,0.5,0.01650793650793651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,179200,12.09626335986454
35.0,4251,1,2,7,5,2006,2007,0.0,4,3,4,3,1,1,0.0,1,0.0,625.0,625.0,5,1,625,625,0,1250,0.0,0.0,2,1,2,1,4,5,7,0,0,2006.0,2,2.0,528.0,3,3,2,0,54,0,0,0,0,0,0,6,2007,1,1.2246467991473532e-16,-1.0,1,0,1875.0,1250.0,54,54,2.5,2.0,1.0,1.25,2.5,0,1,0,0,1,0,1.0,0,1,2,3.5,3.0,3.5,0,4,5,13125.0,13.125,9375.0,3696.0,4375.0,8750,264.0,0.0,0.3333333333333333,0.6666666666666666,0.0288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,164700,12.011886987792716
77.0,9786,1,2,6,7,1962,1981,0.0,3,3,3,3,1,3,600.0,1,0.0,312.0,912.0,3,1,1085,649,0,1734,0.0,0.0,1,1,3,1,4,7,7,1,4,1962.0,2,2.0,440.0,3,3,2,0,0,0,0,128,0,0,0,6,2006,1,1.2246467991473532e-16,-1.0,1,0,2646.0,2334.0,128,128,1.5,1.0,1.0,0.5,2.3333333333333335,1,0,0,0,44,25,44.0,0,1,-1,3.0,3.0,3.0,4,4,3,15876.0,15.876,18522.0,2640.0,5472.0,10404,220.0,0.6578947368421053,0.34467120181405897,0.655328798185941,0.04837490551776266,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,159000,11.976665770490767
73.0,8125,1,2,4,4,1971,1971,0.0,3,3,3,3,1,4,614.0,1,0.0,244.0,858.0,3,1,858,0,0,858,0.0,0.0,1,0,3,1,3,5,7,0,0,1980.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,6,2006,0,1.2246467991473532e-16,-1.0,1,0,1716.0,1472.0,0,0,1.0,1.0,0.0,0.3333333333333333,1.6666666666666667,0,0,0,0,35,35,0.0,0,0,0,3.0,0.0,3.0,0,3,3,6864.0,6.864,6864.0,0.0,3432.0,3432,0.0,0.7156177156177156,0.5,0.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,88000,11.385103457032141
71.0,9819,1,2,5,5,1967,1967,31.0,3,4,3,3,1,4,450.0,1,0.0,432.0,882.0,3,1,900,0,0,900,0.0,0.0,1,0,3,1,3,5,7,0,0,1970.0,1,1.0,280.0,3,3,2,0,0,0,0,0,0,0,0,2,2010,1,0.8660254037844386,0.5000000000000001,1,0,1782.0,1350.0,0,0,1.0,1.0,0.0,0.3333333333333333,1.6666666666666667,0,0,0,1,43,43,40.0,0,0,0,3.5,3.0,3.0,0,3,3,8910.0,8.91,8910.0,1400.0,4410.0,4500,280.0,0.5102040816326531,0.494949494949495,0.5050505050505051,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,122000,11.711784520403112
60.0,8730,1,2,6,7,1915,2003,0.0,3,3,3,3,1,1,0.0,1,0.0,698.0,698.0,5,1,698,698,0,1396,0.0,0.0,1,0,3,1,3,7,7,0,0,2003.0,1,1.0,384.0,3,3,2,0,0,0,0,259,0,0,0,7,2007,1,-0.4999999999999997,-0.8660254037844388,1,0,2094.0,1396.0,259,259,1.0,1.0,0.0,0.3333333333333333,2.3333333333333335,0,0,0,0,92,4,4.0,0,1,-1,3.0,3.0,3.0,0,3,5,12564.0,12.564,14658.0,2304.0,4188.0,8376,384.0,0.0,0.3333333333333333,0.6666666666666666,0.12368672397325692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,153575,11.941950837487406
120.0,15611,1,2,8,5,2006,2006,0.0,4,3,4,3,3,1,0.0,1,0.0,1079.0,1079.0,5,1,1079,840,0,1919,0.0,0.0,2,1,3,1,4,8,7,1,4,2006.0,2,2.0,685.0,4,3,2,0,51,0,0,0,0,0,0,7,2006,1,-0.4999999999999997,-0.8660254037844388,1,0,2998.0,1919.0,51,51,2.5,2.0,1.0,0.8333333333333334,2.6666666666666665,1,1,0,0,0,0,0.0,1,0,3,3.5,3.5,3.5,4,4,5,23984.0,23.984,14990.0,5480.0,8632.0,15352,342.5,0.0,0.3599066044029353,0.6400933955970647,0.017011340893929285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,233230,12.359784657728284
