LotFrontage,LotArea,Street,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,HasGarage,MoSold_sin,MoSold_cos,HasBasement,HasPool,TotalSF,TotalFinishedSF,TotalPorchSF,TotalOutdoorSF,TotalBath,TotalFullBath,TotalHalfBath,BathPerBedroom,RoomPerBedroom,HasFireplace,HasPorch,HasWoodDeck,HasMasVnr,HouseAge,RemodAge,GarageAge,IsNewHouse,IsRemodeled,QualityConditionGap,ExteriorScore,GarageScore,BasementScore,FireplaceScore,KitchenScore,HeatingScore,QualAreaInteraction,QualTotalSF,CondAreaInteraction,QualGarageInteraction,QualBasementInteraction,QualGrLivAreaInteraction,GarageAreaPerCar,FinishedBsmtRatio,BasementRatio,LivingAreaRatio,PorchRatio,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_Grvl,Alley_NoAlley,Alley_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosN,Condition1_RRAn,Condition1_Rare,Condition2_Norm,Condition2_Rare,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Rare,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Rare,RoofMatl_CompShg,RoofMatl_Rare,Exterior1st_AsbShng,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Rare,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_Rare,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Rare,Foundation_Slab,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NoGarage,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_NoFence,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_New,SaleType_Rare,SaleType_WD,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleCondition_Rare
60.0,8064,1,2,5,7,1949,2006,0.0,3,4,3,3,2,1,0.0,1,0.0,672.0,672.0,5,1,672,252,0,924,0.0,0.0,1,0,3,1,3,6,7,1,1,2003.0,1,2.0,576.0,3,3,2,0,0,0,0,0,0,0,2000,7,2007,1,-0.4999999999999997,-0.8660254037844388,1,0,1596.0,924.0,0,0,1.0,1.0,0.0,0.3333333333333333,2.0,1,0,0,0,58,1,4.0,0,1,-2,3.5,3.0,3.0,1,3,5,7980.0,7.98,11172.0,2880.0,3360.0,4620,288.0,0.0,0.42105263157894735,0.5789473684210527,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
70.0,11184,1,2,6,5,1978,1978,92.0,3,3,3,3,1,2,226.0,3,500.0,192.0,918.0,4,1,918,765,0,1683,0.0,0.0,2,1,3,1,3,7,7,1,3,1978.0,2,2.0,440.0,3,3,2,243,0,0,0,0,0,0,0,7,2009,1,-0.4999999999999997,-0.8660254037844388,1,0,2601.0,2409.0,0,243,2.5,2.0,1.0,0.8333333333333334,2.3333333333333335,1,0,1,1,31,31,31.0,0,0,1,3.0,3.0,3.0,3,3,4,15606.0,15.606,13005.0,2640.0,5508.0,10098,220.0,0.7908496732026143,0.35294117647058826,0.6470588235294118,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
70.0,8414,1,2,6,8,1963,2003,0.0,3,3,3,3,1,6,663.0,1,0.0,396.0,1059.0,3,1,1068,0,0,1068,0.0,1.0,1,0,3,1,3,6,7,0,0,1963.0,2,1.0,264.0,3,3,2,192,0,0,0,0,0,0,0,2,2006,1,0.8660254037844386,0.5000000000000001,1,0,2127.0,1731.0,0,192,1.5,1.0,1.0,0.5,2.0,0,0,1,0,43,3,43.0,0,1,-2,3.0,3.0,3.0,0,3,3,12762.0,12.762,17016.0,1584.0,6354.0,6408,264.0,0.6260623229461756,0.4978843441466855,0.5021156558533145,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
71.0,13284,1,2,5,5,1954,1954,0.0,3,3,4,3,2,4,1064.0,1,0.0,319.0,1383.0,3,1,1383,0,0,1383,1.0,0.0,1,0,3,1,3,6,7,1,4,1954.0,1,1.0,354.0,3,3,2,511,116,0,0,0,0,0,0,6,2008,1,1.2246467991473532e-16,-1.0,1,0,2766.0,2447.0,116,627,2.0,2.0,0.0,0.6666666666666666,2.0,1,1,1,0,54,54,54.0,0,0,0,3.0,3.0,3.5,4,3,3,13830.0,13.83,13830.0,1770.0,6915.0,6915,354.0,0.7693420101229211,0.5,0.5,0.04193781634128706,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
64.0,7018,1,2,5,5,1979,1979,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,3,1,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,7,0,0,1979.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,6,2009,1,1.2246467991473532e-16,-1.0,0,0,1535.0,1535.0,0,0,2.0,2.0,0.0,0.5,2.0,0,0,0,0,30,30,30.0,0,0,0,3.0,3.0,0.0,0,3,3,7675.0,7.675,7675.0,2000.0,0.0,7675,200.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
71.0,7056,1,2,6,5,1963,1963,415.0,3,3,3,3,1,4,400.0,1,0.0,380.0,780.0,3,1,983,813,0,1796,1.0,0.0,1,1,4,1,3,8,7,1,3,1963.0,2,2.0,483.0,3,3,2,0,50,0,0,0,0,0,0,10,2008,1,-0.8660254037844386,0.5000000000000001,1,0,2576.0,2196.0,50,50,2.5,2.0,1.0,0.625,2.0,1,1,0,1,45,45,45.0,0,0,1,3.0,3.0,3.0,3,3,3,15456.0,15.456,12880.0,2898.0,4680.0,10776,241.5,0.5128205128205128,0.3027950310559006,0.6972049689440993,0.019409937888198756,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
50.0,8765,1,2,4,6,1936,1950,0.0,3,3,3,3,1,5,285.0,1,0.0,666.0,951.0,5,0,951,0,0,951,0.0,0.0,1,0,2,1,3,6,7,0,0,1936.0,1,1.0,327.0,3,3,2,0,28,0,0,0,0,0,0,4,2006,1,0.8660254037844387,-0.4999999999999998,1,0,1902.0,1236.0,28,28,1.0,1.0,0.0,0.5,3.0,0,1,0,0,70,56,70.0,0,1,-2,3.0,3.0,3.0,0,3,5,7608.0,7.608,11412.0,1308.0,3804.0,3804,327.0,0.2996845425867508,0.5,0.5,0.014721345951629864,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
64.0,7018,1,2,5,5,1979,1979,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,3,1,1120,1120,0,2240,0.0,0.0,2,0,6,2,3,12,7,0,0,1979.0,1,2.0,528.0,3,3,2,154,0,0,0,0,0,0,0,6,2009,1,1.2246467991473532e-16,-1.0,0,0,2240.0,2240.0,0,154,2.0,2.0,0.0,0.3333333333333333,2.0,0,0,1,0,30,30,30.0,0,0,0,3.0,3.0,0.0,0,3,3,11200.0,11.2,11200.0,2640.0,0.0,11200,264.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100.0,12919,1,2,9,5,2009,2010,760.0,5,3,5,3,4,6,2188.0,1,0.0,142.0,2330.0,5,1,2364,0,0,2364,1.0,0.0,2,1,2,1,5,11,7,2,4,2009.0,3,3.0,820.0,3,3,2,0,67,0,0,0,0,0,0,3,2010,1,1.0,6.123233995736766e-17,1,0,4694.0,4552.0,67,67,3.5,3.0,1.0,1.75,5.5,1,1,0,1,1,0,1.0,0,1,4,4.0,3.0,4.0,4,5,5,42246.0,42.246,23470.0,7380.0,20970.0,21276,273.3333333333333,0.9390557939914163,0.49637835534725183,0.5036216446527482,0.014273540690242864,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
65.0,6993,1,2,5,7,1961,1994,0.0,3,3,3,3,1,4,465.0,1,0.0,447.0,912.0,3,1,1236,0,0,1236,0.0,0.0,1,0,3,1,3,6,7,1,3,1961.0,1,1.0,288.0,3,3,2,0,0,0,0,0,0,0,0,6,2006,1,1.2246467991473532e-16,-1.0,1,0,2148.0,1701.0,0,0,1.0,1.0,0.0,0.3333333333333333,2.0,1,0,0,0,45,12,45.0,0,1,-2,3.0,3.0,3.0,3,3,3,10740.0,10.74,15036.0,1440.0,4560.0,6180,288.0,0.5098684210526315,0.4245810055865922,0.5754189944134078,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
73.0,7340,1,2,4,6,1971,1971,0.0,3,3,3,3,1,5,322.0,1,0.0,536.0,858.0,3,1,858,0,0,858,0.0,0.0,1,0,2,1,3,4,7,0,0,1979.0,1,1.0,684.0,3,3,2,0,0,0,0,0,0,0,0,6,2007,1,1.2246467991473532e-16,-1.0,1,0,1716.0,1180.0,0,0,1.0,1.0,0.0,0.5,2.0,0,0,0,0,36,36,28.0,0,0,-2,3.0,3.0,3.0,0,3,3,6864.0,6.864,10296.0,2736.0,3432.0,3432,684.0,0.3752913752913753,0.5,0.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
64.0,8712,1,2,5,7,1957,2000,0.0,3,4,3,3,2,4,860.0,1,0.0,132.0,992.0,3,1,1306,0,0,1306,1.0,0.0,1,0,2,1,3,5,7,0,0,1968.0,1,1.0,756.0,3,3,2,0,0,0,0,0,0,0,0,5,2009,1,0.49999999999999994,-0.8660254037844387,1,0,2298.0,2166.0,0,0,2.0,2.0,0.0,1.0,2.5,0,0,0,0,52,9,41.0,0,1,-2,3.5,3.0,3.0,0,3,3,11490.0,11.49,16086.0,3780.0,4960.0,6530,756.0,0.8669354838709677,0.4316797214969539,0.5683202785030461,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
63.0,7875,1,2,7,5,2003,2003,0.0,4,3,4,3,1,1,0.0,1,0.0,783.0,783.0,5,1,807,702,0,1509,0.0,0.0,2,1,3,1,4,8,7,1,4,2003.0,3,2.0,393.0,3,3,2,0,75,0,0,0,0,0,0,7,2006,1,-0.4999999999999997,-0.8660254037844388,1,0,2292.0,1509.0,75,75,2.5,2.0,1.0,0.8333333333333334,2.6666666666666665,1,1,0,0,3,3,3.0,0,0,2,3.5,3.0,3.5,4,4,5,16044.0,16.044,11460.0,2751.0,5481.0,10563,196.5,0.0,0.3416230366492147,0.6583769633507853,0.032722513089005235,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
50.0,14859,1,2,7,5,2006,2006,27.0,4,3,4,3,1,1,0.0,1,0.0,1670.0,1670.0,5,1,1670,0,0,1670,0.0,0.0,2,0,3,1,4,7,7,1,4,2006.0,2,3.0,690.0,3,3,2,144,60,0,0,0,0,0,0,8,2006,1,-0.8660254037844385,-0.5000000000000004,1,0,3340.0,1670.0,60,204,2.0,2.0,0.0,0.6666666666666666,2.3333333333333335,1,1,1,1,0,0,0.0,1,0,2,3.5,3.0,3.5,4,4,5,23380.0,23.38,16700.0,4830.0,11690.0,11690,230.0,0.0,0.5,0.5,0.017964071856287425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
71.0,6173,1,2,5,6,1967,1967,75.0,3,3,3,3,1,6,599.0,1,0.0,277.0,876.0,3,1,902,0,0,902,0.0,0.0,1,0,3,1,3,6,7,0,0,1967.0,1,1.0,288.0,3,3,2,0,0,0,0,0,0,0,0,8,2007,1,-0.8660254037844385,-0.5000000000000004,1,0,1778.0,1501.0,0,0,1.0,1.0,0.0,0.3333333333333333,2.0,0,0,0,1,40,40,40.0,0,0,-1,3.0,3.0,3.0,0,3,3,8890.0,8.89,10668.0,1440.0,4380.0,4510,288.0,0.6837899543378996,0.49268841394825647,0.5073115860517435,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
80.0,9920,1,2,5,5,1954,1954,110.0,3,3,3,3,1,3,354.0,2,290.0,412.0,1056.0,3,1,1063,0,0,1063,1.0,0.0,1,0,3,1,3,6,7,0,0,1954.0,2,1.0,280.0,3,3,2,0,0,164,0,0,0,0,0,2,2010,1,0.8660254037844386,0.5000000000000001,1,0,2119.0,1707.0,164,164,2.0,2.0,0.0,0.6666666666666666,2.0,0,0,0,1,56,56,56.0,0,0,0,3.0,3.0,3.0,0,3,3,10595.0,10.595,10595.0,1400.0,5280.0,5315,280.0,0.6098484848484849,0.49834827748938176,0.5016517225106182,0.07739499764039641,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
116.0,13501,1,2,8,5,2006,2006,208.0,4,3,4,3,1,6,63.0,1,0.0,1560.0,1623.0,5,1,1636,0,0,1636,1.0,0.0,2,0,3,1,4,8,7,1,4,2006.0,2,3.0,865.0,3,3,2,0,60,0,0,0,0,0,0,6,2007,1,1.2246467991473532e-16,-1.0,1,0,3259.0,1699.0,60,60,3.0,3.0,0.0,1.0,2.6666666666666665,1,1,0,1,1,1,1.0,0,0,3,3.5,3.0,3.5,4,4,5,26072.0,26.072,16295.0,6920.0,12984.0,13088,288.3333333333333,0.038817005545286505,0.4980055231666155,0.5019944768333845,0.01841055538508745,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
86.0,11500,1,2,7,7,1936,1987,0.0,4,3,4,3,1,3,223.0,1,0.0,794.0,1017.0,4,1,1020,1037,0,2057,0.0,0.0,1,1,3,1,4,6,7,1,4,1936.0,3,1.0,180.0,2,3,2,0,0,0,0,322,0,0,0,6,2006,1,1.2246467991473532e-16,-1.0,1,0,3074.0,2280.0,322,322,1.5,1.0,1.0,0.5,2.0,1,0,0,0,70,19,70.0,0,1,0,3.5,2.5,3.5,4,4,4,21518.0,21.518,21518.0,1260.0,7119.0,14399,180.0,0.2192723697148476,0.33083929733246586,0.6691607026675341,0.10474951203643461,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
73.0,8885,1,1,5,5,1983,1983,0.0,3,3,4,3,3,4,301.0,5,324.0,239.0,864.0,3,1,902,0,0,902,1.0,0.0,1,0,2,1,3,5,7,0,0,1983.0,1,2.0,484.0,3,3,2,164,0,0,0,0,0,0,0,6,2006,1,1.2246467991473532e-16,-1.0,1,0,1766.0,1527.0,0,164,2.0,2.0,0.0,1.0,2.5,0,0,1,0,23,23,23.0,0,0,0,3.0,3.0,3.5,0,3,3,8830.0,8.83,8830.0,2420.0,4320.0,4510,242.0,0.7233796296296297,0.48924122310305773,0.5107587768969423,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
