iter	RMSE
211	0.1075760811
212	0.1073985604
213	0.1072760424
214	0.1071522241
215	0.1070141865
216	0.1068935035
217	0.1067517845
218	0.1066319046
219	0.1065018091
220	0.1063515639
221	0.1062142975
222	0.1060904092
223	0.1060058957
224	0.1058363454
225	0.1056899739
226	0.105531478
227	0.1054035948
228	0.1052800453
229	0.1051725607
230	0.1050615143
231	0.1048907573
232	0.1047672293
233	0.104649983
234	0.1045444129
235	0.1044058202
236	0.1042970689
237	0.1041913948
238	0.1040225794
239	0.1038502936
240	0.1037420409
241	0.1036751677
242	0.1035001316
243	0.1034039024
244	0.1032665105
245	0.103152736
246	0.1029704585
247	0.1028310249
248	0.1026492129
249	0.1025136359
250	0.1024301379
251	0.1022612567
252	0.1021361602
253	0.1019944609
254	0.1019071255
255	0.1018185031
256	0.1017048752
257	0.1015649932
258	0.1014594213
259	0.1012965176
260	0.1012081736
261	0.1011265475
262	0.1009521562
263	0.1008528232
264	0.1007183737
265	0.1006580328
266	0.1005357297
267	0.1004116531
268	0.1002626267
269	0.1001452443
270	0.1000559483
271	0.09995299392
272	0.09985701362
273	0.09977341197
274	0.09964831307
275	0.09952600207
276	0.0994076263
277	0.09933632798
278	0.09927850959
279	0.09917568261
280	0.09911540328
281	0.09892246316
282	0.0988345936
283	0.09872771403
284	0.09860194894
285	0.09848246443
286	0.0983428553
287	0.09823862624
288	0.09812101844
289	0.09796772506
290	0.09785889163
291	0.09767517954
292	0.09752515055
293	0.09742175931
294	0.09725269634
295	0.09716253055
296	0.09705237383
297	0.09694296037
298	0.09682028003
299	0.09672010431
300	0.09665749189
301	0.09658590322
302	0.09646864236
303	0.09637029558
304	0.09627144445
305	0.09619856863
306	0.09611680551
307	0.09602607532
308	0.09593912794
309	0.09580750179
310	0.09567662221
311	0.09555938718
312	0.0954065122
313	0.09530913069
314	0.09520954081
315	0.09510933962
316	0.09496364244
317	0.09488027311
318	0.09476108855
319	0.09466056618
320	0.09458599962
321	0.09449937864
322	0.09440478066
323	0.09432022282
324	0.09423860616
325	0.09416577298
326	0.09409239744
327	0.09397511806
328	0.09389173375
329	0.09381583118
330	0.09365390863
331	0.09359483464
332	0.09352638063
333	0.09340275391
334	0.09334564988
335	0.09325513888
336	0.09316981326
337	0.09305452516
338	0.09297440113
339	0.09292008434
340	0.0928154241
341	0.09272479195
342	0.09264991627
343	0.0925742804
344	0.09249905687
345	0.09243536122
346	0.09234424054
347	0.09227551507
348	0.09225977077
349	0.09215839387
350	0.0920717636
351	0.09198296143
352	0.09186546316
353	0.09174412308
354	0.09171045836
355	0.09162612764
356	0.0915336662
357	0.09142655165
358	0.09132623922
359	0.09124307264
360	0.09114435402
361	0.09104086737
362	0.09097140119
363	0.09087665368
364	0.0908052806
365	0.09071914096
366	0.09062820167
367	0.09052421597
368	0.09043753305
369	0.0903501144
370	0.09033150464
371	0.09025206247
372	0.09016694768
373	0.09014894225
374	0.09006946827
375	0.090033207
376	0.08993725501
377	0.0898918676
378	0.08981667121
379	0.08971853569
380	0.0896523795
381	0.08952404343
382	0.08945718673
383	0.08940492508
384	0.08938790739
385	0.0893219983
386	0.08926208685
387	0.08921402244
388	0.08920199213
389	0.0891208699
390	0.08910624837
391	0.08897928413
392	0.08889920779
393	0.08884651877
394	0.08875272694
395	0.08873693264
396	0.08869166183
397	0.08860536424
398	0.088547109
399	0.08842783822
400	0.08832448069
401	0.08825162286
402	0.08817947879
403	0.08807949716
404	0.08798379687
405	0.08792542705
406	0.08791024353
407	0.0878464594
408	0.08777364757
409	0.08775972578
410	0.08768928842
411	0.08760048756
412	0.08758647073
413	0.08757324568
414	0.08750072243
415	0.08748608875
416	0.08741875624
417	0.08734062194
418	0.08725299108
419	0.08721131853
420	0.0871234337
421	0.08703335623
422	0.08696191863
423	0.08694965921
424	0.08693432727
425	0.08685863145
426	0.0867833046
427	0.08667862009
428	0.08666679993
429	0.08660004886
430	0.08658770267
431	0.0865159755
432	0.08646939533
433	0.0863966229
434	0.08631108765
435	0.08620925946
436	0.08615815922
437	0.08608918334
438	0.08602933547
439	0.0859787854
440	0.08596696543
441	0.08585933959
442	0.0857804243
443	0.08571990947
444	0.08564852895
445	0.08559357436
446	0.08552354279
447	0.08547214738
448	0.08542177473
449	0.08533616107
450	0.08529720778
451	0.08523861063
452	0.08522429413
453	0.0851227744
454	0.08506862547
455	0.08501688438
456	0.08495113469
457	0.0849087615
458	0.08481642696
459	0.08476072258
460	0.08466695518
461	0.08458331355
462	0.08450738035
463	0.08442078051
464	0.08440662395
465	0.08431961928
466	0.08426657987
467	0.08421344288
468	0.08415475329
469	0.08409236999
470	0.08405045101
471	0.0839824457
472	0.08392005883
473	0.08390678681
474	0.08382061276
475	0.08374838938
476	0.08373462859
477	0.08367303025
478	0.08362356537
479	0.08355259727
480	0.08349580225
481	0.08344136398
482	0.08342927124
483	0.08338347439
484	0.08331569194
485	0.08324031198
486	0.08317584383
487	0.08308963775
488	0.08302915633
489	0.0829588358
490	0.08289848424
491	0.08284111548
492	0.08275772984
493	0.08270266379
494	0.08261995792
495	0.08256707994
496	0.08251962485
497	0.08247488098
498	0.0824643805
499	0.08240934813
500	0.08235527776
501	0.08228774005
502	0.08224664325
503	0.08215727681
504	0.08206044058
505	0.08201985145
506	0.08193556544
507	0.08187066227
508	0.08181618437
509	0.08176015174
510	0.08168495739
511	0.08167251708
512	0.0816046374
513	0.08159452711
514	0.08155354363
515	0.08150359809
516	0.08145325847
517	0.08138596265
518	0.08132033203
519	0.08131155707
520	0.08125188089
521	0.08119718084
522	0.08114447885
523	0.08106875774
524	0.08105950677
525	0.08101406647
526	0.08097030236
527	0.08089693021
528	0.08084746728
529	0.080713896
530	0.08070254701
531	0.08065230292
532	0.08058894853
533	0.08057672332
534	0.08052915324
535	0.08046910341
536	0.08043219764
537	0.08037183171
538	0.08032570885
539	0.08027742749
540	0.08022219489
541	0.08012482181
542	0.0800655971
543	0.08000794
544	0.07995968864
545	0.07991895486
546	0.07984746741
547	0.0797844983
548	0.07974175762
549	0.07966912707
550	0.07962189892
551	0.07958693594
552	0.07951945812
553	0.07947026456
554	0.0793775366
555	0.07932680971
556	0.07925540099
557	0.07924526704
558	0.07920057053
559	0.07917092245
560	0.0791630865
561	0.07912144248
562	0.079072274
563	0.0790277732
564	0.07900166556
565	0.078942522
566	0.07886810142
567	0.07880173531
568	0.07873702226
569	0.07872721565
570	0.07871851748
571	0.07870998301
572	0.07865119371
573	0.07860504738
574	0.07857286312
575	0.07850940548
576	0.0784609759
577	0.07842653276
578	0.07837309644
579	0.07827075457
580	0.07821926473
581	0.07816252537
582	0.07810169773
583	0.0780430874
584	0.07797656898
585	0.07795796139
586	0.07789033008
587	0.0778558499
588	0.0777954761
589	0.07773124845
590	0.07767656057
591	0.07765172542
592	0.07760900028
593	0.0775324383
594	0.07748845167
595	0.07742983896
596	0.07737618902
597	0.07730044744
598	0.07725962084
599	0.0772150703
600	0.07714916194
601	0.07714098743
602	0.07711728059
603	0.07705633637
604	0.07700522324
605	0.07696445983
606	0.0768982926
607	0.07683800894
608	0.07682919891
609	0.07682240489
610	0.07679376227
611	0.07675761107
612	0.07669812551
613	0.07665279204
614	0.0765757023
615	0.07652454941
616	0.07645081027
617	0.07644330399
618	0.0764020528
619	0.07634277418
620	0.07629336178
621	0.07626956002
622	0.07621974494
623	0.07616441884
624	0.07615643198
625	0.07610412346
626	0.07604679854
627	0.07598344251
628	0.07597503849
629	0.0759224801
630	0.07586164209
631	0.07579343893
632	0.07576154512
633	0.07572617914
634	0.07567403353
635	0.07563539126
636	0.07558297368
637	0.07553942434
638	0.07553217401
639	0.07548867768
640	0.07543939284
641	0.07537023939
642	0.07533473612
643	0.07528945773
644	0.07525349129
645	0.07518346925
646	0.07513216036
647	0.07505937527
648	0.07500856627
649	0.07493261536
650	0.07490499025
651	0.07485973171
652	0.07485312291
653	0.07484619055
654	0.07478317421
655	0.07477681868
656	0.07473274222
657	0.0746850838
658	0.07463045234
659	0.07458405493
660	0.074532457
661	0.07450486449
662	0.07443091169
663	0.07437323365
664	0.0743280044
665	0.07430275306
666	0.074245705
667	0.07423968027
668	0.07415872297
669	0.07409404737
670	0.07403832592
671	0.07399451852
672	0.07395354319
673	0.07389697385
674	0.07389105807
675	0.07384893753
676	0.07384242819
677	0.07379303982
678	0.07377289675
679	0.07366799425
680	0.0736357664
681	0.07361700119
682	0.07356382006
683	0.07351559131
684	0.07346562316
685	0.07344146749
686	0.07340762026
687	0.07336573734
688	0.07332806568
689	0.07329615303
690	0.07328987907
691	0.07322228218
692	0.07321639634
693	0.07321072807
694	0.07317158478
695	0.0731330595
696	0.07306909624
697	0.07299579993
698	0.07295297399
699	0.07289327773
700	0.07284339741
701	0.07281783121
702	0.07279157101
703	0.07269636658
704	0.07266286549
705	0.07262332751
706	0.07257500004
707	0.07251237996
708	0.07248777532
709	0.07244127127
710	0.07241805239
711	0.07236667272
712	0.07235777327
713	0.072334666
714	0.07228407637
715	0.07223130944
716	0.07218753833
717	0.07213675311
718	0.07213102234
719	0.07207926866
720	0.07204040157
721	0.07198879189
722	0.07196163074
723	0.07190660001
724	0.07187308493
725	0.07183582569
726	0.07178881265
727	0.07178182216
728	0.0717353326
729	0.07167456005
730	0.07166274278
731	0.07161654036
732	0.0715602789
733	0.07152086815
734	0.0715104592
735	0.07146584196
736	0.07140607535
737	0.0713613414
738	0.07131719805
739	0.07128525302
740	0.07123842176
741	0.07120006565
742	0.07117853786
743	0.07112338786
744	0.07110192864
745	0.07108698114
746	0.07103946107
747	0.07100630395
748	0.07095145995
749	0.07093493028
750	0.07089505422
751	0.07085837546
752	0.0707974447
753	0.07075298168
754	0.07074612133
755	0.07072008556
756	0.07064904479
757	0.0706158597
758	0.07060492532
759	0.0705646995
760	0.07055914963
761	0.07048326836
762	0.07045014975
763	0.07038846779
764	0.07038330578
765	0.0703772157
766	0.07031623354
767	0.07025390548
768	0.07024859616
769	0.07020700975
770	0.07020138459
771	0.070155891
772	0.07008907495
773	0.07008436327
774	0.07003490397
775	0.07001492254
776	0.06995770152
777	0.06990163281
778	0.06985760284
779	0.0698403642
780	0.06980421437
781	0.06975827594
782	0.06975369031
783	0.06972162799
784	0.06971153243
785	0.06966889573
786	0.06964697145
787	0.06962850781
788	0.06955216011
789	0.06949845875
790	0.06949395587
791	0.06948920067
792	0.06943451986
793	0.06941833879
794	0.06936768726
795	0.06932756978
796	0.06932279041
797	0.06928778477
798	0.06924273885
799	0.06920299748
800	0.06917322018
801	0.06916523417
802	0.06912940493
803	0.06908973819
804	0.06904834723
805	0.0690134206
806	0.06892069539
807	0.06891526279
808	0.0688684846
809	0.06882275435
810	0.06878398526
811	0.06876831189
812	0.06876371456
813	0.0687593833
814	0.06872409004
815	0.06868792016
816	0.06863314922
817	0.06856913427
818	0.06851892969
819	0.06848940266
820	0.06847397161
821	0.06839208587
822	0.06830582559
823	0.06825720129
824	0.06819848243
825	0.06814315405
826	0.06812559608
827	0.06808193033
828	0.06806763114
829	0.06802315429
830	0.06797274171
831	0.06792826108
832	0.06789002981
833	0.06783366949
834	0.06782925706
835	0.06781596819
836	0.06780703021
837	0.06778371574
838	0.06777904423
839	0.0677642823
840	0.06773690663
841	0.06769922923
842	0.06764040463
843	0.06755704437
844	0.06751000056
845	0.06747195857
846	0.06744608983
847	0.06740611099
848	0.0673789932
849	0.06734237981
850	0.06732904726
851	0.067288275
852	0.06725239208
853	0.06724788648
854	0.06724057719
855	0.06721881941
856	0.06719950998
857	0.06716227796
858	0.06710633051
859	0.06707013802
860	0.06702363812
861	0.06700164138
862	0.066963136
863	0.0669051124
864	0.06688428751
865	0.06684737815
866	0.06680810309
867	0.06678001729
868	0.0667325666
869	0.06666037907
870	0.06660497715
871	0.06659198285
872	0.06658333152
873	0.0665129681
874	0.06649872631
875	0.066464425
876	0.06645977737
877	0.06644136312
878	0.06643744248
879	0.06638620078
880	0.06631737903
881	0.06630497569
882	0.06626671128
883	0.06626147061
884	0.06621091267
885	0.06616467554
886	0.06616086248
887	0.06611466167
888	0.06607244902
889	0.06605233714
890	0.06602224607
891	0.065994352
892	0.06593259665
893	0.0659201376
894	0.06590799774
895	0.06585587817
896	0.0658126481
897	0.06578044322
898	0.06574047654
899	0.06572119602
900	0.06568429494
901	0.06563344599
902	0.06557467626
903	0.06551501217
904	0.06548687464
905	0.06544804596
906	0.06542419164
907	0.0654192407
908	0.06540433102
909	0.06539230314
910	0.06534465367
911	0.06530661731
912	0.0652629309
913	0.06520084335
914	0.06516040726
915	0.06511683231
916	0.06508681027
917	0.06504064205
918	0.06500611194
919	0.06495157026
920	0.06489559644
921	0.06488433495
922	0.06482141539
923	0.06479121554
924	0.0647468325
925	0.06469956018
926	0.06467195221
927	0.06461234186
928	0.06457359172
929	0.06456654584
930	0.0645143536
931	0.06448129956
932	0.06446280012
933	0.06439097805
934	0.06434972008
935	0.06430440596
936	0.06426520216
937	0.06424389267
938	0.06420280719
939	0.06414165595
940	0.06410014674
941	0.0640784857
942	0.06406585438
943	0.06403261929
944	0.064019416
945	0.06398116969
946	0.06397752774
947	0.0639229668
948	0.06387490116
949	0.06383755583
950	0.06381536648
951	0.06381016515
952	0.06376448447
953	0.06373862214
954	0.06371165254
955	0.06367245983
956	0.06363539293
957	0.0636312917
958	0.06358882535
959	0.06354931355
960	0.06350503479
961	0.06343289227
962	0.06339535549
963	0.06334912157
964	0.06332152908
965	0.06327558425
966	0.06323791663
967	0.06319111391
968	0.06313978042
969	0.06311657803
970	0.06306250938
971	0.06303561388
972	0.0630114246
973	0.06299929937
974	0.06296647718
975	0.06292355772
976	0.06289273353
977	0.06282910672
978	0.06279859266
979	0.06275230951
980	0.06270075868
981	0.06266442356
982	0.06263715206
983	0.06259571167
984	0.06255886854
985	0.06252535136
986	0.06252123975
987	0.06249427592
988	0.0624735313
989	0.06244098487
990	0.0623909509
991	0.0623839043
992	0.0623608437
993	0.06232315527
994	0.06231572355
995	0.06227414624
996	0.06224626742
997	0.06224178501
998	0.06219976326
999	0.06217096954
1000	0.06214492925
1001	0.06211956018
1002	0.06207777441
1003	0.06203109682
1004	0.06197743496
1005	0.06192579105
1006	0.061890641
1007	0.06184453267
1008	0.06182271821
1009	0.06177727934
1010	0.06173202356
1011	0.06170841417
1012	0.06167623842
1013	0.06163193765
1014	0.06157357541
1015	0.06156349439
1016	0.06155415322
1017	0.06153073165
1018	0.06150342881
1019	0.06148290575
1020	0.06144738904
1021	0.06141984377
1022	0.0613781911
1023	0.06134287238
1024	0.06130380069
1025	0.0612759254
1026	0.06124706249
1027	0.06124111701
1028	0.06123365521
1029	0.06118792001
1030	0.0611595285
1031	0.06112808653
1032	0.06108600828
1033	0.06104552835
1034	0.06104256697
1035	0.06099975262
1036	0.06097411386
1037	0.06094155329
1038	0.06093675702
1039	0.06090327865
1040	0.0608531341
1041	0.06083190576
1042	0.06078334254
1043	0.06077801284
1044	0.06075070799
1045	0.06072427908
1046	0.0606878555
1047	0.06064046905
1048	0.06060044712
1049	0.06058638369
1050	0.06055876189
1051	0.06052034141
1052	0.0604977161
1053	0.06044921245
1054	0.06042653384
1055	0.0603965586
1056	0.06034613359
1057	0.06033913646
1058	0.06030963824
1059	0.06026769071
1060	0.06023094787
1061	0.06018131913
1062	0.0601606985
1063	0.06012669248
1064	0.06012018964
1065	0.06009384023
1066	0.06007429621
1067	0.0600705597
1068	0.06001996199
1069	0.05998807481
1070	0.05993703644
1071	0.05990788372
1072	0.05985878867
1073	0.05981753946
1074	0.05977079396
1075	0.05971766897
1076	0.05967269194
1077	0.05963305183
1078	0.05961100468
1079	0.059607763
1080	0.05959657965
1081	0.05956675205
1082	0.05953283535
1083	0.0595121437
1084	0.05948912479
1085	0.05946338134
1086	0.05943131917
1087	0.059406345
1088	0.05937229889
1089	0.05935922888
1090	0.05932561021
1091	0.05929493636
1092	0.05928330541
1093	0.05926797451
1094	0.05923359338
1095	0.05921295985
1096	0.05917056024
1097	0.05912922432
1098	0.05908397383
1099	0.05904949578
1100	0.05903182027
1101	0.0589947503
1102	0.05895781565
1103	0.05892970758
1104	0.05889695516
1105	0.05883518683
1106	0.05880379531
1107	0.05876330201
1108	0.05872980941
1109	0.05869212324
1110	0.05866322654
1111	0.058617
1112	0.0585683194
1113	0.0585184048
1114	0.0584705952
1115	0.05843185626
1116	0.05838610085
1117	0.05836412857
1118	0.05836115074
1119	0.05831986872
1120	0.05829436336
1121	0.05826870239
1122	0.0582416644
1123	0.05823482767
1124	0.0581987898
1125	0.05817457191
1126	0.05812297361
1127	0.05809239729
1128	0.05807317193
1129	0.05804390124
1130	0.05800600007
1131	0.0579804077
1132	0.05794532457
1133	0.05792495603
1134	0.05790357178
1135	0.05788166584
1136	0.0578516335
1137	0.05782084484
1138	0.05779173397
1139	0.05775310752
1140	0.0577168138
1141	0.05768617624
1142	0.05765708353
1143	0.0576219564
1144	0.05759307923
1145	0.05757896362
1146	0.05755915789
1147	0.05752555125
1148	0.05747980967
1149	0.05745236338
1150	0.05740859143
1151	0.05737548765
1152	0.05735139183
1153	0.05731280331
1154	0.05728704167
1155	0.05726514234
1156	0.05722773447
1157	0.0572036496
1158	0.05714684717
1159	0.05710532371
1160	0.05706966206
1161	0.05705884377
1162	0.05703753656
1163	0.05700922489
1164	0.05698180799
1165	0.05694733702
1166	0.05692522963
1167	0.05689801923
1168	0.05685305662
1169	0.05680808649
1170	0.05675863379
1171	0.0567251696
1172	0.05669909404
1173	0.05666768277
1174	0.05662230721
1175	0.05657885044
1176	0.05655684285
1177	0.05652770454
1178	0.0564956699
1179	0.05645074242
1180	0.05641232242
1181	0.05637649717
1182	0.05634463555
1183	0.05629155848
1184	0.05627522291
1185	0.05625041528
1186	0.05623568699
1187	0.05620993322
1188	0.05616941268
1189	0.05614531345
1190	0.05612923171
1191	0.05609351671
1192	0.05606310928
1193	0.0560327511
1194	0.05599947992
1195	0.05599134943
1196	0.05597051218
1197	0.05594117984
1198	0.0559067768
1199	0.05586351161
